Month,Nama Barang,AVG PICK UP,AVG PEMBELIAN,AVG SALDO AKHIR,Kategori
July,GAS KNOP F/JP SERIES,139.0,70.0,376,MAINTENANCE
July,GAS VALVE HIGH PREASURE (CONTROL SE),2.0,,48,MAINTENANCE
July,GAS VALVE HP DOUBLE TURBO,,,122,MAINTENANCE
July,GELAS KARYAWAN,1291.0,1200.0,2781,
July,GELAS MINUMAN HANGAT,447.0,,871,
July,GELAS TEA,10062.0,,23991,
July,GELAS UKUR 130 ML,44.0,,146,
July,GOLOK,18.0,10.0,268,
July,HAND DRAYER,5.0,17.0,37,
July,HARD COVER HIMBAUAN,22.0,,101,
July,HARD COVER MENU DIMSUM,100.0,,317,
July,JIGGER UK 20/30,15.0,,66,
July,JIGGER UK 20/40,19.0,,70,
July,JIGGER UK 30/40,17.0,,57,
July,KESET KOTAK KARET LUBANG,40.0,253.0,292,
July,KLAKAT DIMSUM,527.0,,,
July,KLAKAT PREMIUM,15575.0,32177.0,27757,
July,KNOP BOILER/WATER TAP HEAD,79.0,60.0,267,MAINTENANCE
July,KNOP F/GAS COOK DIAL,14.0,10.0,112,MAINTENANCE
July,KONTAINER PERFORATED,20.0,64.0,92,
July,KONTAINER SOLID,12.0,20.0,43,
July,LADIES STICKER,24.0,,170,
July,LEFT WATER TAP-RIGHT 02303964 (PD.2458E2,31.0,20.0,175,MAINTENANCE
July,LOCKER SET,46.0,,109,
July,LOGGER,75.0,66.0,115,
July,MAGNET D 22 W/TREADED BOLT (SP),20.0,15.0,31,MAINTENANCE
July,MESIN CUP SEALER,14.0,,53,
July,MOB BUCKET (ALAT PEL SET),6.0,,90,
July,MUKENA,19.0,,355,
July,NAMPAN KARET BULAT,46.0,,242,
July,NAMPAN KARET KOTAK (DIMSUM),906.0,1219.0,915,
July,NAMPAN KAYU KOTAK,149.0,,245,
July,PALLET BIRU (DRY),87.0,100.0,73,
July,PALLET HIJAU (FROZEN),46.0,,152,
July,PANCI DANDANG DIMSUM UK 36,29.0,56.0,44,
July,PANCI ENDAPAN MINYAK UK 40,18.0,17.0,20,
July,PANCI KUKUS TAHU UK 36,3.0,9.0,31,
July,PANCI MIE,1679.0,4800.0,11349,
July,PANCI ORCHID UK 28,9.0,18.0,24,
July,PANCI ORCHID UK 32 CM,29.0,,48,
July,PANCI ORCHID UK 36,28.0,,51,
July,PAPAN AWAS LANTAI LICIN,12.0,60.0,77,
July,PAPAN TULIS,12.0,,47,
July,PEMATIK KOMPOR,137.0,262.0,183,MAINTENANCE
July,PEMBATAS ANTRIAN,101.0,211.0,94,
July,PEMUKUL DAGING,18.0,,156,
July,PIEZO IGNITER UK 18.MM,145.0,50.0,416,MAINTENANCE
July,PILOT 250 MM (KOMPOR HIGH PREASURE),2.0,,77,MAINTENANCE
July,PILOT BURNER F/BUNSEN,99.0,55.0,302,MAINTENANCE
July,PILOT SW 9000 (SP),30.0,35.0,47,MAINTENANCE
July,PIRING HAWAI BLACK,2557.0,3081.0,35352,
July,PISAU BUAH BESAR,102.0,,50,
July,PISAU BUAH KECIL,75.0,53.0,69,
July,PISAU GILING DAGING,53.0,,154,
July,PRAXIS KEEPER UK 900ML,63.0,,361,
July,PUMP DISPENSER,7.0,,135,
July,RAK GALON OJOL,5.0,,15,
July,RAK KONTAINER KECIL,13.0,,48,
July,RAK MUKENA,5.0,,76,
July,RAK PENITIPAN BARANG CUSTOMER,6.0,,94,
July,RAK SEPATU KARYAWAN,15.0,2.0,62,
July,REGULATOR,20.0,,86,MAINTENANCE
July,SAFETY GAS COOK (GASVALVE GS3878)8325183,20.0,,138,MAINTENANCE
July,SAFETY GAS VALVE WITH INLET BRACKET&SREW,61.0,20.0,199,MAINTENANCE
July,SAJADAH,22.0,,300,
July,SARINGAN MIE,1214.0,1198.0,692,
July,SARINGAN MINYAK,79.0,,92,
July,SARINGAN TEH GACOAN,60.0,,329,
July,SARUNG,21.0,,212,
July,SCALE OFF (PEMBERSIH TANGKI BOILER),96.0,100.0,142,
July,SEAL PACK 3.5 LTR/3500 ML,381.0,772.0,436,
July,SEAL PACK DIMSUM,418.0,371.0,329,
July,SEAL PACK POWDER,154.0,,156,
July,SENDOK ES STAINLESS,60.0,,256,
July,SENDOK MAKAN STAINLESS,24.0,,1500,
July,SENDOK TAKAR 12 GRM,67.0,,5559,
July,SENDOK TAKAR PLASTIK,81.0,,337,
July,SENDOK TAKAR STAINLESS,92.0,,871,
July,SEROK BESAR KAWAT,108.0,112.0,61,
July,SEROK ICE,54.0,7.0,463,
July,SHAKER 750,90.0,,455,
July,SPATULA MIE IBLIS ( SODET COKLAT ),98.0,,234,
July,SPATULA STAINLESS,138.0,,385,
July,STEMPEL,18.0,,310,
July,STICK PENGGANTI LAMPU,7.0,,62,
July,STIK DRUM,140.0,135.0,37,
July,STRAINER BOWL STAINLESS LUBANG BASKOM KECIL,90.0,,1521,
July,SUTIL,57.0,30.0,41,
July,TALENAN PLASTIK,27.0,,63,
July,TANGGA 3 METER,5.0,,88,
July,TANGKI BOILER,,,14,MAINTENANCE
July,TEKO BESAR ( BIANG TEH ),37.0,41.0,42,
July,TEMPAT SAMPAH 80 L (TERTUTUP & INJAK),41.0,281.0,268,
July,TEMPAT SAMPAH ABU-ABU 20 LTR,44.0,115.0,90,
July,TEMPAT SAMPAH BESAR UK 80 LTR,15.0,,37,
July,TEMPAT SAMPAH KECIL UK 10 LTR,58.0,140.0,139,
July,TEMPAT SENDOK,,17.0,37,
July,TEMPAT SENDOK FELICIA JUMBO,12.0,360.0,463,
July,TEMPAT TIMER,9.0,,60,
July,TERMOGUN,26.0,,294,
July,TERMOMETER,27.0,15.0,367,
July,TERMOS AIR,19.0,,31,
July,THERMOCOUPLE,109.0,45.0,357,MAINTENANCE
July,"THERMOCOUPLE 2C 24"" GS 2185 (GRIDLE)",2.0,55.0,63,MAINTENANCE
July,TIMBANGAN 100 KG,9.0,,48,
July,TIMBANGAN DIGITAL FORTUNO 30 KG,31.0,,293,
July,TIMBANGAN DIGITAL KECIL,11.0,27.0,18,
July,TIMER DIGITAL,710.0,540.0,485,
July,TOOL BOX,8.0,,33,
July,TOPLES UK 18 LTR,651.0,1003.0,513,
July,TOPLES UK 4 LTR,161.0,40.0,191,
July,TOPLES UK 9 LTR,254.0,399.0,302,
July,TOWEL,2585.0,,35834,
July,TROLLI CLEAR UP,53.0,,188,
July,TROLLI LOADING,12.0,25.0,63,
July,WAJAN BESI UK 50',39.0,50.0,85,
July,WAJAN BESI UK 70',19.0,15.0,99,
August,AKRILIC PRINTER,35.0,,218,
August,ALAT PEL,35.0,42.0,98,
August,ALAT PEMADAM KEBAKARAN ( APAR ),6.0,,1,
August,AMBRO FLATWARE BASKET,21.0,10.0,62,
August,APAR POWDER 3KG,11.0,18.0,21,
August,APAR TIPE K 6KG,5.0,9.0,11,
August,ASBAK,327.0,383.0,349,
August,BABY CHAIR,20.0,100.0,204,
August,BAK THAWING BULAT 80 L,,,,
August,BALON WHISK,26.0,39.0,46,
August,BASKOM KOTAK BESAR,131.0,344.0,367,
August,BASKOM STAINLESS 12 CM,25.0,,110,
August,BASKOM STAINLESS 18 CM,67.0,193.0,250,
August,BASKOM STAINLESS UK 14 CM,11.0,,58,
August,BASKOM STAINLESS UK 26 CM,17.0,23.0,30,
August,BILL HOLDER,31.0,,481,
August,BOTOL DIPPING BESAR,20.0,,267,
August,BOTOL KECAP KECIL,173.0,354.0,398,
August,BOTOL SPRAY,197.0,,1730,
August,BURNER GS UK 9 NP,,20.0,61,MAINTENANCE
August,CADDY BAG,43.0,,590,
August,CAPIT SNACK ( BESAR ),129.0,99.0,86,
August,CASH BOX,7.0,,29,
August,CETING TRADISI ( BESAR ),113.0,259.0,341,
August,CETING TRADISI ( KECIL ),41.0,,428,
August,COOL BOX 55LTR,15.0,,21,
August,DIGITAL CALIPER,9.0,,123,
August,DISPENSER,18.0,,32,
August,DISPENSER SABUN KRISBOW,59.0,,529,
August,DITEKTOR UANG PALSU,20.0,20.0,64,
August,DUST BIN KUNING 240 LTR (TEMPAT SAMPAH),28.0,54.0,33,
August,DUSTBIN STAINLESS BULAT,9.0,,142,
August,EMBER,13.0,,69,
August,EMBER 6 GL,24.0,14.0,39,
August,EROS MELAMINE UK BESAR,22.0,52.0,46,
August,EROS STAINLESS UK 30 CC,30.0,,303,
August,EROS STAINLESS UK 60 CC,20.0,,184,
August,EROS STAINLESS UK 90 CC,19.0,,163,
August,EROS STAINLESS UK BESAR,6.0,,98,
August,FILLING KABINET,8.0,25.0,38,
August,FOOD PAN KECIL,39.0,57.0,74,
August,GARPU ADUKAN MIE,30.0,22.0,21,
August,GARPU MAKAN,,,792,
August,GAS BURNER ( LONG SHUN ),5.0,,36,MAINTENANCE
August,GAS KNOP DIA 8 MM W,103.0,,333,MAINTENANCE
August,GAS KNOP F/JP SERIES,125.0,,251,MAINTENANCE
August,GAS VALVE HIGH PREASURE (CONTROL SE),23.0,,25,MAINTENANCE
August,GAS VALVE HP DOUBLE TURBO,25.0,,97,MAINTENANCE
August,GELAS KARYAWAN,939.0,,3042,
August,GELAS MINUMAN HANGAT,341.0,282.0,812,
August,GELAS TEA,7469.0,,16522,
August,GELAS UKUR 130 ML,56.0,,90,
August,GOLOK,25.0,,243,
August,HAND DRAYER,8.0,,29,
August,HARD COVER HIMBAUAN,32.0,,69,
August,HARD COVER MENU DIMSUM,90.0,,227,
August,JIGGER UK 20/30,16.0,15.0,65,
August,JIGGER UK 20/40,19.0,18.0,69,
August,JIGGER UK 30/40,17.0,22.0,62,
August,KESET KOTAK KARET LUBANG,44.0,,248,
August,KLAKAT DIMSUM,,,,
August,KLAKAT PREMIUM,4950.0,,22807,
August,KNOP BOILER/WATER TAP HEAD,47.0,,220,MAINTENANCE
August,KNOP F/GAS COOK DIAL,65.0,20.0,67,MAINTENANCE
August,KONTAINER PERFORATED,30.0,94.0,156,
August,KONTAINER SOLID,18.0,75.0,100,
August,LADIES STICKER,16.0,,154,
August,LEFT WATER TAP-RIGHT 02303964 (PD.2458E2,2.0,,173,MAINTENANCE
August,LOCKER SET,50.0,2.0,61,
August,LOGGER,366.0,444.0,193,
August,MAGNET D 22 W/TREADED BOLT (SP),7.0,,24,MAINTENANCE
August,MESIN CUP SEALER,8.0,,45,
August,MOB BUCKET (ALAT PEL SET),7.0,,83,
August,MUKENA,27.0,,328,
August,NAMPAN KARET BULAT,30.0,,212,
August,NAMPAN KARET KOTAK (DIMSUM),447.0,300.0,468,
August,NAMPAN KAYU KOTAK,597.0,732.0,380,
August,PALLET BIRU (DRY),43.0,,30,
August,PALLET HIJAU (FROZEN),51.0,50.0,151,
August,PANCI DANDANG DIMSUM UK 36,47.0,56.0,56,
August,PANCI ENDAPAN MINYAK UK 40,16.0,28.0,32,
August,PANCI KUKUS TAHU UK 36,3.0,8.0,36,
August,PANCI MIE,1534.0,,9815,
August,PANCI ORCHID UK 28,15.0,7.0,16,
August,PANCI ORCHID UK 32 CM,24.0,38.0,64,
August,PANCI ORCHID UK 36,42.0,69.0,76,
August,PAPAN AWAS LANTAI LICIN,17.0,,60,
August,PAPAN TULIS,12.0,,35,
August,PEMATIK KOMPOR,262.0,295.0,216,MAINTENANCE
August,PEMBATAS ANTRIAN,39.0,45.0,100,
August,PEMUKUL DAGING,30.0,,124,
August,PIEZO IGNITER UK 18.MM,19.0,,397,MAINTENANCE
August,PILOT 250 MM (KOMPOR HIGH PREASURE),13.0,,64,MAINTENANCE
August,PILOT BURNER F/BUNSEN,21.0,,281,MAINTENANCE
August,PILOT SW 9000 (SP),8.0,,39,MAINTENANCE
August,PIRING HAWAI BLACK,2551.0,,32801,
August,PISAU BUAH BESAR,107.0,225.0,167,
August,PISAU BUAH KECIL,154.0,229.0,144,
August,PISAU GILING DAGING,23.0,10.0,141,
August,PRAXIS KEEPER UK 900ML,58.0,,303,
August,PUMP DISPENSER,15.0,,120,
August,RAK GALON OJOL,,,15,
August,RAK KONTAINER KECIL,16.0,24.0,56,
August,RAK MUKENA,7.0,,69,
August,RAK PENITIPAN BARANG CUSTOMER,7.0,,87,
August,RAK SEPATU KARYAWAN,6.0,,55,
August,REGULATOR,40.0,,46,MAINTENANCE
August,SAFETY GAS COOK (GASVALVE GS3878)8325183,10.0,,128,MAINTENANCE
August,SAFETY GAS VALVE WITH INLET BRACKET&SREW,6.0,,193,MAINTENANCE
August,SAJADAH,26.0,,274,
August,SARINGAN MIE,1299.0,1276.0,669,
August,SARINGAN MINYAK,77.0,70.0,85,
August,SARINGAN TEH GACOAN,59.0,,270,
August,SARUNG,26.0,,186,
August,SCALE OFF (PEMBERSIH TANGKI BOILER),143.0,100.0,99,
August,SEAL PACK 3.5 LTR/3500 ML,419.0,602.0,618,
August,SEAL PACK DIMSUM,369.0,788.0,748,
August,SEAL PACK POWDER,149.0,101.0,108,
August,SENDOK ES STAINLESS,47.0,60.0,269,
August,SENDOK MAKAN STAINLESS,36.0,,1464,
August,SENDOK TAKAR 12 GRM,70.0,,5489,
August,SENDOK TAKAR PLASTIK,60.0,,277,
August,SENDOK TAKAR STAINLESS,143.0,,728,
August,SEROK BESAR KAWAT,61.0,27.0,27,
August,SEROK ICE,50.0,,413,
August,SHAKER 750,75.0,,380,
August,SPATULA MIE IBLIS ( SODET COKLAT ),121.0,,113,
August,SPATULA STAINLESS,167.0,,218,
August,STEMPEL,24.0,,286,
August,STICK PENGGANTI LAMPU,8.0,,54,
August,STIK DRUM,181.0,274.0,130,
August,STRAINER BOWL STAINLESS LUBANG BASKOM KECIL,130.0,,1391,
August,SUTIL,54.0,79.0,63,
August,TALENAN PLASTIK,31.0,48.0,80,
August,TANGGA 3 METER,8.0,,80,
August,TANGKI BOILER,6.0,,8,MAINTENANCE
August,TEKO BESAR ( BIANG TEH ),32.0,58.0,68,
August,TEMPAT SAMPAH 80 L (TERTUTUP & INJAK),38.0,,230,
August,TEMPAT SAMPAH ABU-ABU 20 LTR,70.0,87.0,107,
August,TEMPAT SAMPAH BESAR UK 80 LTR,26.0,,11,
August,TEMPAT SAMPAH KECIL UK 10 LTR,61.0,85.0,163,
August,TEMPAT SENDOK,,,37,
August,TEMPAT SENDOK FELICIA JUMBO,19.0,,444,
August,TEMPAT TIMER,60.0,60.0,,
August,TERMOGUN,27.0,15.0,282,
August,TERMOMETER,59.0,300.0,609,
August,TERMOS AIR,27.0,55.0,59,
August,THERMOCOUPLE,23.0,,334,MAINTENANCE
August,"THERMOCOUPLE 2C 24"" GS 2185 (GRIDLE)",33.0,30.0,60,MAINTENANCE
August,TIMBANGAN 100 KG,15.0,,31,
August,TIMBANGAN DIGITAL FORTUNO 30 KG,31.0,,262,
August,TIMBANGAN DIGITAL KECIL,81.0,126.0,63,
August,TIMER DIGITAL,505.0,1064.0,903,
August,TOOL BOX,11.0,,22,
August,TOPLES UK 18 LTR,621.0,390.0,282,
August,TOPLES UK 4 LTR,174.0,238.0,255,
August,TOPLES UK 9 LTR,346.0,396.0,352,
August,TOWEL,2205.0,,33629,
August,TROLLI CLEAR UP,32.0,70.0,226,
August,TROLLI LOADING,10.0,,49,
August,WAJAN BESI UK 50',37.0,,48,
August,WAJAN BESI UK 70',33.0,,66,
September,AKRILIC PRINTER,24.0,,194,
September,ALAT PEL,20.0,65.0,141,
September,ALAT PEMADAM KEBAKARAN ( APAR ),3.0,41.0,39,
September,AMBRO FLATWARE BASKET,2.0,,60,
September,APAR POWDER 3KG,4.0,60.0,77,
September,APAR TIPE K 6KG,2.0,30.0,39,
September,ASBAK,139.0,328.0,538,
September,BABY CHAIR,8.0,7.0,203,
September,BAK THAWING BULAT 80 L,,32.0,32,
September,BALON WHISK,14.0,62.0,94,
September,BASKOM KOTAK BESAR,49.0,251.0,569,
September,BASKOM STAINLESS 12 CM,23.0,14.0,101,
September,BASKOM STAINLESS 18 CM,58.0,161.0,353,
September,BASKOM STAINLESS UK 14 CM,19.0,,39,
September,BASKOM STAINLESS UK 26 CM,13.0,,17,
September,BILL HOLDER,25.0,,456,
September,BOTOL DIPPING BESAR,20.0,,247,
September,BOTOL KECAP KECIL,202.0,391.0,587,
September,BOTOL SPRAY,169.0,4.0,1565,
September,BURNER GS UK 9 NP,6.0,,55,MAINTENANCE
September,CADDY BAG,13.0,,577,
September,CAPIT SNACK ( BESAR ),70.0,174.0,190,
September,CASH BOX,3.0,23.0,49,
September,CETING TRADISI ( BESAR ),65.0,206.0,482,
September,CETING TRADISI ( KECIL ),10.0,,418,
September,COOL BOX 55LTR,2.0,,19,
September,DIGITAL CALIPER,3.0,25.0,120,
September,DISPENSER,9.0,15.0,38,
September,DISPENSER SABUN KRISBOW,15.0,,514,
September,DITEKTOR UANG PALSU,17.0,,47,
September,DUST BIN KUNING 240 LTR (TEMPAT SAMPAH),17.0,,84,
September,DUSTBIN STAINLESS BULAT,2.0,,140,
September,EMBER,3.0,50.0,116,
September,EMBER 6 GL,12.0,32.0,59,
September,EROS MELAMINE UK BESAR,14.0,2.0,34,
September,EROS STAINLESS UK 30 CC,13.0,,290,
September,EROS STAINLESS UK 60 CC,11.0,,173,
September,EROS STAINLESS UK 90 CC,7.0,,156,
September,EROS STAINLESS UK BESAR,4.0,,94,
September,FILLING KABINET,2.0,,36,
September,FOOD PAN KECIL,13.0,42.0,103,
September,GARPU ADUKAN MIE,218.0,240.0,363,
September,GARPU MAKAN,36.0,,756,
September,GAS BURNER ( LONG SHUN ),2.0,,34,MAINTENANCE
September,GAS KNOP DIA 8 MM W,12.0,,321,MAINTENANCE
September,GAS KNOP F/JP SERIES,15.0,,236,MAINTENANCE
September,GAS VALVE HIGH PREASURE (CONTROL SE),1.0,,24,MAINTENANCE
September,GAS VALVE HP DOUBLE TURBO,2.0,,95,MAINTENANCE
September,GELAS KARYAWAN,877.0,1200.0,2165,
September,GELAS MINUMAN HANGAT,353.0,678.0,1137,
September,GELAS TEA,7107.0,2845.0,12310,
September,GELAS UKUR 130 ML,28.0,77.0,139,
September,GOLOK,10.0,,233,
September,HAND DRAYER,2.0,,27,
September,HARD COVER HIMBAUAN,10.0,131.0,190,
September,HARD COVER MENU DIMSUM,28.0,,199,
September,JIGGER UK 20/30,11.0,43.0,97,
September,JIGGER UK 20/40,6.0,35.0,98,
September,JIGGER UK 30/40,6.0,36.0,92,
September,KESET KOTAK KARET LUBANG,21.0,50.0,277,
September,KLAKAT DIMSUM,,,,
September,KLAKAT PREMIUM,1698.0,,21109,
September,KNOP BOILER/WATER TAP HEAD,22.0,,198,MAINTENANCE
September,KNOP F/GAS COOK DIAL,14.0,,53,MAINTENANCE
September,KONTAINER PERFORATED,10.0,69.0,215,
September,KONTAINER SOLID,6.0,51.0,140,
September,LADIES STICKER,4.0,,150,
September,LEFT WATER TAP-RIGHT 02303964 (PD.2458E2,1.0,,172,MAINTENANCE
September,LOCKER SET,17.0,171.0,215,
September,LOGGER,113.0,217.0,297,
September,MAGNET D 22 W/TREADED BOLT (SP),2.0,,22,MAINTENANCE
September,MESIN CUP SEALER,6.0,,39,
September,MOB BUCKET (ALAT PEL SET),5.0,,78,
September,MUKENA,8.0,,318,
September,NAMPAN KARET BULAT,10.0,,202,
September,NAMPAN KARET KOTAK (DIMSUM),133.0,,335,
September,NAMPAN KAYU KOTAK,451.0,989.0,918,
September,PALLET BIRU (DRY),15.0,,15,
September,PALLET HIJAU (FROZEN),26.0,,125,
September,PANCI DANDANG DIMSUM UK 36,28.0,73.0,102,
September,PANCI ENDAPAN MINYAK UK 40,11.0,73.0,94,
September,PANCI KUKUS TAHU UK 36,3.0,26.0,59,
September,PANCI MIE,734.0,,9081,
September,PANCI ORCHID UK 28,5.0,18.0,29,
September,PANCI ORCHID UK 32 CM,18.0,45.0,91,
September,PANCI ORCHID UK 36,26.0,83.0,133,
September,PAPAN AWAS LANTAI LICIN,4.0,,56,
September,PAPAN TULIS,5.0,27.0,57,
September,PEMATIK KOMPOR,90.0,326.0,452,MAINTENANCE
September,PEMBATAS ANTRIAN,8.0,,92,
September,PEMUKUL DAGING,16.0,,108,
September,PIEZO IGNITER UK 18.MM,7.0,,390,MAINTENANCE
September,PILOT 250 MM (KOMPOR HIGH PREASURE),1.0,,63,MAINTENANCE
September,PILOT BURNER F/BUNSEN,9.0,,272,MAINTENANCE
September,PILOT SW 9000 (SP),5.0,,34,MAINTENANCE
September,PIRING HAWAI BLACK,1350.0,,31451,
September,PISAU BUAH BESAR,114.0,153.0,206,
September,PISAU BUAH KECIL,86.0,111.0,169,
September,PISAU GILING DAGING,6.0,4.0,135,
September,PRAXIS KEEPER UK 900ML,39.0,,264,
September,PUMP DISPENSER,3.0,,117,
September,RAK GALON OJOL,3.0,,12,
September,RAK KONTAINER KECIL,6.0,43.0,93,
September,RAK MUKENA,3.0,,66,
September,RAK PENITIPAN BARANG CUSTOMER,3.0,,84,
September,RAK SEPATU KARYAWAN,2.0,,53,
September,REGULATOR,7.0,,39,MAINTENANCE
September,SAFETY GAS COOK (GASVALVE GS3878)8325183,1.0,,127,MAINTENANCE
September,SAFETY GAS VALVE WITH INLET BRACKET&SREW,6.0,,187,MAINTENANCE
September,SAJADAH,9.0,75.0,340,
September,SARINGAN MIE,1297.0,1488.0,860,
September,SARINGAN MINYAK,63.0,121.0,143,
September,SARINGAN TEH GACOAN,34.0,,236,
September,SARUNG,9.0,75.0,252,
September,SCALE OFF (PEMBERSIH TANGKI BOILER),96.0,144.0,147,
September,SEAL PACK 3.5 LTR/3500 ML,159.0,426.0,885,
September,SEAL PACK DIMSUM,239.0,527.0,1036,
September,SEAL PACK POWDER,124.0,188.0,172,
September,SENDOK ES STAINLESS,19.0,192.0,442,
September,SENDOK MAKAN STAINLESS,72.0,,1392,
September,SENDOK TAKAR 12 GRM,58.0,,5431,
September,SENDOK TAKAR PLASTIK,44.0,,233,
September,SENDOK TAKAR STAINLESS,82.0,,646,
September,SEROK BESAR KAWAT,62.0,112.0,77,
September,SEROK ICE,35.0,,378,
September,SHAKER 750,52.0,,328,
September,SPATULA MIE IBLIS ( SODET COKLAT ),93.0,200.0,220,
September,SPATULA STAINLESS,72.0,,146,
September,STEMPEL,12.0,,274,
September,STICK PENGGANTI LAMPU,2.0,25.0,77,
September,STIK DRUM,130.0,214.0,214,
September,STRAINER BOWL STAINLESS LUBANG BASKOM KECIL,49.0,,1342,
September,SUTIL,50.0,92.0,103,
September,TALENAN PLASTIK,17.0,58.0,121,
September,TANGGA 3 METER,2.0,,78,
September,TANGKI BOILER,8.0,,,MAINTENANCE
September,TEKO BESAR ( BIANG TEH ),17.0,73.0,124,
September,TEMPAT SAMPAH 80 L (TERTUTUP & INJAK),14.0,126.0,342,
September,TEMPAT SAMPAH ABU-ABU 20 LTR,43.0,126.0,190,
September,TEMPAT SAMPAH BESAR UK 80 LTR,9.0,,2,
September,TEMPAT SAMPAH KECIL UK 10 LTR,24.0,90.0,229,
September,TEMPAT SENDOK,,,37,
September,TEMPAT SENDOK FELICIA JUMBO,6.0,,438,
September,TEMPAT TIMER,15.0,45.0,30,
September,TERMOGUN,29.0,,253,
September,TERMOMETER,32.0,,571,
September,TERMOS AIR,10.0,42.0,91,
September,THERMOCOUPLE,26.0,,308,MAINTENANCE
September,"THERMOCOUPLE 2C 24"" GS 2185 (GRIDLE)",2.0,,58,MAINTENANCE
September,TIMBANGAN 100 KG,8.0,6.0,23,
September,TIMBANGAN DIGITAL FORTUNO 30 KG,18.0,43.0,243,
September,TIMBANGAN DIGITAL KECIL,7.0,,56,
September,TIMER DIGITAL,599.0,636.0,940,
September,TOOL BOX,3.0,28.0,47,
September,TOPLES UK 18 LTR,275.0,1008.0,1015,
September,TOPLES UK 4 LTR,92.0,199.0,362,
September,TOPLES UK 9 LTR,226.0,491.0,617,
September,TOWEL,1633.0,,31996,
September,TROLLI CLEAR UP,13.0,,213,
September,TROLLI LOADING,6.0,,44,
September,WAJAN BESI UK 50',30.0,,18,
September,WAJAN BESI UK 70',16.0,,50,
October,AKRILIC PRINTER,35.0,,159,
October,ALAT PEL,31.0,42.0,128,
October,ALAT PEMADAM KEBAKARAN ( APAR ),5.0,,34,
October,AMBRO FLATWARE BASKET,4.0,,56,
October,APAR POWDER 3KG,10.0,,67,
October,APAR TIPE K 6KG,5.0,,34,
October,ASBAK,243.0,199.0,493,
October,BABY CHAIR,25.0,,178,
October,BAK THAWING BULAT 80 L,18.0,21.0,35,
October,BALON WHISK,23.0,26.0,97,
October,BASKOM KOTAK BESAR,87.0,51.0,533,
October,BASKOM STAINLESS 12 CM,19.0,52.0,134,
October,BASKOM STAINLESS 18 CM,44.0,45.0,354,
October,BASKOM STAINLESS UK 14 CM,25.0,19.0,33,
October,BASKOM STAINLESS UK 26 CM,9.0,13.0,21,
October,BILL HOLDER,17.0,,439,
October,BOTOL DIPPING BESAR,30.0,,217,
October,BOTOL KECAP KECIL,200.0,346.0,733,
October,BOTOL SPRAY,197.0,,1368,
October,BURNER GS UK 9 NP,4.0,30.0,81,MAINTENANCE
October,CADDY BAG,31.0,,546,
October,CAPIT SNACK ( BESAR ),54.0,13.0,149,
October,CASH BOX,5.0,10.0,54,
October,CETING TRADISI ( BESAR ),84.0,127.0,523,
October,CETING TRADISI ( KECIL ),8.0,,410,
October,COOL BOX 55LTR,7.0,32.0,44,
October,DIGITAL CALIPER,8.0,,112,
October,DISPENSER,11.0,26.0,51,
October,DISPENSER SABUN KRISBOW,25.0,,489,
October,DITEKTOR UANG PALSU,14.0,58.0,91,
October,DUST BIN KUNING 240 LTR (TEMPAT SAMPAH),10.0,68.0,74,
October,DUSTBIN STAINLESS BULAT,6.0,,134,
October,EMBER,2.0,,114,
October,EMBER 6 GL,14.0,11.0,56,
October,EROS MELAMINE UK BESAR,17.0,46.0,64,
October,EROS STAINLESS UK 30 CC,20.0,,270,
October,EROS STAINLESS UK 60 CC,15.0,,158,
October,EROS STAINLESS UK 90 CC,13.0,,143,
October,EROS STAINLESS UK BESAR,13.0,,81,
October,FILLING KABINET,5.0,21.0,52,
October,FOOD PAN KECIL,10.0,,93,
October,GARPU ADUKAN MIE,299.0,,1064,
October,GARPU MAKAN,24.0,,732,
October,GAS BURNER ( LONG SHUN ),26.0,,8,MAINTENANCE
October,GAS KNOP DIA 8 MM W,58.0,,263,MAINTENANCE
October,GAS KNOP F/JP SERIES,89.0,,147,MAINTENANCE
October,GAS VALVE HIGH PREASURE (CONTROL SE),12.0,16.0,28,MAINTENANCE
October,GAS VALVE HP DOUBLE TURBO,6.0,,89,MAINTENANCE
October,GELAS KARYAWAN,911.0,,1254,
October,GELAS MINUMAN HANGAT,397.0,510.0,1250,
October,GELAS TEA,10425.0,16608.0,18493,
October,GELAS UKUR 130 ML,48.0,134.0,226,
October,GOLOK,11.0,20.0,222,
October,HAND DRAYER,5.0,20.0,42,
October,HARD COVER HIMBAUAN,22.0,,168,
October,HARD COVER MENU DIMSUM,76.0,,123,
October,JIGGER UK 20/30,14.0,,83,
October,JIGGER UK 20/40,14.0,,84,
October,JIGGER UK 30/40,17.0,13.0,88,
October,KESET KOTAK KARET LUBANG,8.0,,268,
October,KLAKAT DIMSUM,,,,
October,KLAKAT PREMIUM,2550.0,,18559,
October,KNOP BOILER/WATER TAP HEAD,34.0,,164,MAINTENANCE
October,KNOP F/GAS COOK DIAL,48.0,,5,MAINTENANCE
October,KONTAINER PERFORATED,26.0,,189,
October,KONTAINER SOLID,12.0,1165.0,128,
October,LADIES STICKER,8.0,,142,
October,LEFT WATER TAP-RIGHT 02303964 (PD.2458E2,2.0,,170,MAINTENANCE
October,LOCKER SET,44.0,,171,
October,LOGGER,100.0,3.0,197,
October,MAGNET D 22 W/TREADED BOLT (SP),,,22,MAINTENANCE
October,MESIN CUP SEALER,8.0,,31,
